CustomerKey,Customer_ID,Customer,City,State_Province,Country_Region,Postal_Code
12337,AW00012337,Dustin Goldstein,Lavender Bay,New South Wales,Australia,2060
12338,AW00012338,Monica Vance,South Melbourne,Victoria,Australia,3205
12339,AW00012339,Clayton Jai,Findon,South Australia,Australia,5023
12340,AW00012340,Stacy Diaz,Caloundra,Queensland,Australia,4551
12341,AW00012341,Katie Kumar,Lane Cove,New South Wales,Australia,1597
12342,AW00012342,Morgan Young,Sydney,New South Wales,Australia,1002
12343,AW00012343,Gloria Ruiz,Milsons Point,New South Wales,Australia,2061
12344,AW00012344,Dominique Perez,Darlinghurst,New South Wales,Australia,2010
12345,AW00012345,Alison Raje,Townsville,Queensland,Australia,4810
12346,AW00012346,Wesley Gao,Silverwater,New South Wales,Australia,2264
12347,AW00012347,Summer Madan,Warrnambool,Victoria,Australia,3280
12348,AW00012348,Jimmy Vazquez,Lavender Bay,New South Wales,Australia,2060
12349,AW00012349,Lacey Yuan,Silverwater,New South Wales,Australia,2264
12350,AW00012350,Logan Hernandez,Geelong,Victoria,Australia,3220
12351,AW00012351,Cara Zhang,Sunbury,Victoria,Australia,3429
12352,AW00012352,Ramon Zhang,North Sydney,New South Wales,Australia,2055
12353,AW00012353,Joe Ramos,Hawthorne,Queensland,Australia,4171
12354,AW00012354,Lance Ortega,Geelong,Victoria,Australia,3220
12355,AW00012355,Monique Ortega,Wollongong,New South Wales,Australia,2500
12356,AW00012356,Julia Wood,Port Macquarie,New South Wales,Australia,2444
12357,AW00012357,Susan Lu,Findon,South Australia,Australia,5023
12358,AW00012358,Lacey Raje,Milsons Point,New South Wales,Australia,2061
12359,AW00012359,Veronica Raman,Milsons Point,New South Wales,Australia,2061
12360,AW00012360,Mario Goel,North Sydney,New South Wales,Australia,2055
12361,AW00012361,Dana Diaz,East Brisbane,Queensland,Australia,4169
12362,AW00012362,Thomas Harrison,Lemon Grove,California,United States,91945
12363,AW00012363,Kayla Thompson,Langford,British Columbia,Canada,V9
12364,AW00012364,Erin Rogers,Port Orchard,Washington,United States,98366
12365,AW00012365,Alex Evans,Bremerton,Washington,United States,98312
12366,AW00012366,Stephanie Cox,Ballard,Washington,United States,98107
12367,AW00012367,Trinity Townsend,Leeds,England,United Kingdom,LE18
12368,AW00012368,Rodney Rubio,Metz,Moselle,France,57000
12369,AW00012369,Terrence Lal,Melton,Victoria,Australia,3337
12370,AW00012370,Preston Perez,Silverwater,New South Wales,Australia,2264
12371,AW00012371,Stefanie Subram,Rhodes,New South Wales,Australia,2138
12372,AW00012372,Darren Prasad,East Brisbane,Queensland,Australia,4169
12373,AW00012373,Isaac Gray,Versailles,Yveline,France,78000
12374,AW00012374,Marie Kapoor,Croix,Nord,France,59170
12375,AW00012375,Jarrod Raman,Cergy,Val d'Oise,France,95000
12376,AW00012376,Holly Perez,London,England,United Kingdom,W1N 9FA
12377,AW00012377,Christopher Miller,Bottrop,Nordrhein-Westfalen,Germany,46236
12378,AW00012378,Brianna Sanchez,Ingolstadt,Bayern,Germany,85049
12379,AW00012379,Bridget Chande,Hamburg,Hamburg,Germany,20354
12380,AW00012380,Omar Yuan,Billericay,England,United Kingdom,CM11
12381,AW00012381,Johnny Lal,London,England,United Kingdom,SW8 1XD
12382,AW00012382,Tamara Chen,London,England,United Kingdom,SW8 4BG
12383,AW00012383,Albert Gomez,Paris,Seine (Paris),France,75008
12384,AW00012384,Jacquelyn Gutierrez,Kiel,Saarland,Germany,24044
12385,AW00012385,Tara Raji,Berks,England,United Kingdom,SL4 1RH
12386,AW00012386,Katherine Perry,Erlangen,Bayern,Germany,91054
12387,AW00012387,Meredith Vazquez,Villeneuve-d'Ascq,Nord,France,59491
12388,AW00012388,Casey Kumar,Kiel,Saarland,Germany,24044
12389,AW00012389,Albert Jiménez,Colombes,Hauts de Seine,France,92700
12390,AW00012390,Denise Martinez,Berlin,Hamburg,Germany,12311
12391,AW00012391,Olivia Kelly,Kirkby,England,United Kingdom,KB9
12392,AW00012392,Nichole Nath,Esher-Molesey,England,United Kingdom,EM15
12393,AW00012393,Brenda Sai,Saint-Denis,Seine Saint Denis,France,93400
12394,AW00012394,Erika Serrano,Liverpool,England,United Kingdom,L4 4HB
12395,AW00012395,Kyle Carter,Chatou,Yveline,France,78400
12396,AW00012396,Susan Yang,Hof,Bayern,Germany,95010
12397,AW00012397,Shaun Chapman,Poing,Saarland,Germany,66041
12398,AW00012398,Ashley Clark,Lille,Nord,France,59000
12399,AW00012399,Henry Chapman,Braunschweig,Nordrhein-Westfalen,Germany,38001
12400,AW00012400,Andy Martin,Essen,Hamburg,Germany,45001
12401,AW00012401,Kimberly Rivera,Hof,Bayern,Germany,95010
12402,AW00012402,Albert Moreno,London,England,United Kingdom,W1V 5RN
12403,AW00012403,Henry Young,Watford,England,United Kingdom,WA3
12404,AW00012404,Krystal Liang,York,England,United Kingdom,Y03 4TN
12405,AW00012405,Cole Sanchez,Newcastle upon Tyne,England,United Kingdom,NT20
12406,AW00012406,Ross Gutierrez,Grevenbroich,Bayern,Germany,41485
12407,AW00012407,Shawn Raji,Berlin,Hamburg,Germany,10791
12408,AW00012408,Jon Lu,Saarlouis,Saarland,Germany,66740
12409,AW00012409,Savannah Hill,Santa Cruz,California,United States,95062
12410,AW00012410,Mariah Richardson,Beverly Hills,California,United States,90210
12411,AW00012411,Kevin Alexander,Concord,California,United States,94519
12412,AW00012412,Mackenzie Wright,Downey,California,United States,90241
12413,AW00012413,James Gonzales,Olympia,Washington,United States,98501
12414,AW00012414,Ethan Lal,Oregon City,Oregon,United States,97045
12415,AW00012415,Brianna Richardson,W. Linn,Oregon,United States,97068
12416,AW00012416,Veronica Martinez,Bellflower,California,United States,90706
12417,AW00012417,Alexis Bryant,Chula Vista,California,United States,91910
12418,AW00012418,Robert Hernandez,Corvallis,Oregon,United States,97330
12419,AW00012419,Destiny Bell,Bremerton,Washington,United States,98312
12420,AW00012420,Spencer Hayes,Milwaukie,Oregon,United States,97222
12421,AW00012421,Cameron Hughes,Newport Beach,California,United States,92625
12422,AW00012422,Hailey Evans,Marysville,Washington,United States,98270
12423,AW00012423,Sarah Thompson,Olympia,Washington,United States,98501
12424,AW00012424,Rebecca Mitchell,Sedro Woolley,Washington,United States,98284
12425,AW00012425,Brandon White,Walla Walla,Washington,United States,99362
12426,AW00012426,Cody Cox,Lakewood,California,United States,90712
12427,AW00012427,Kimberly Stewart,San Diego,California,United States,92102
12428,AW00012428,Sean Morris,San Gabriel,California,United States,91776
12429,AW00012429,Melvin Black,Concord,California,United States,94519
12430,AW00012430,Kaitlyn Thompson,Sooke,British Columbia,Canada,V0
12431,AW00012431,Wyatt Thomas,Sooke,British Columbia,Canada,V0
12432,AW00012432,Nathan Clark,Glendale,California,United States,91203
12433,AW00012433,Antonio Price,San Gabriel,California,United States,91776
12434,AW00012434,Thomas Kumar,Tacoma,Washington,United States,98403
12435,AW00012435,Christy Zhou,Bell Gardens,California,United States,90201
12436,AW00012436,Albert Diaz,Burien,Washington,United States,98168
12437,AW00012437,Jeremy Young,Salem,Oregon,United States,97301
12438,AW00012438,Bailey Rogers,Colma,California,United States,94014
12439,AW00012439,Megan Bennett,Beaverton,Oregon,United States,97005
12440,AW00012440,Francisco Chandra,Burbank,California,United States,91502
12441,AW00012441,Trevor Simmons,Berkeley,California,United States,94704
12442,AW00012442,Allison Richardson,Burbank,California,United States,91502
12443,AW00012443,Garrett James,Burbank,California,United States,91502
12444,AW00012444,Mackenzie Phillips,Metchosin,British Columbia,Canada,V9
12445,AW00012445,Cameron Taylor,Oregon City,Oregon,United States,97045
12446,AW00012446,Jasmine Hall,La Jolla,California,United States,92806
12447,AW00012447,Carson Hayes,Port Hammond,British Columbia,Canada,V6B 3P7
12448,AW00012448,Hailey Cox,Lebanon,Oregon,United States,97355
12449,AW00012449,Dylan Brown,Port Hammond,British Columbia,Canada,V6B 3P7
12450,AW00012450,Cody Cook,Imperial Beach,California,United States,91932
12451,AW00012451,Anna Simmons,Vancouver,British Columbia,Canada,V7L 4J4
12452,AW00012452,Sean Sanchez,Spokane,Washington,United States,99202
12453,AW00012453,Madison Bennett,W. Linn,Oregon,United States,97068
12454,AW00012454,Samuel Griffin,Bremerton,Washington,United States,98312
12455,AW00012455,Benjamin Lewis,Mill Valley,California,United States,94941
12456,AW00012456,Thomas Chen,Burien,Washington,United States,98168
12457,AW00012457,Misty Rai,Beaverton,Oregon,United States,97005
12458,AW00012458,Veronica Sanchez,Bottrop,Nordrhein-Westfalen,Germany,46236
12459,AW00012459,Stefanie Rodriguez,Milton Keynes,England,United Kingdom,MK8 8ZD
12460,AW00012460,Dominique Malhotra,London,England,United Kingdom,W1Y 3RA
12461,AW00012461,Ruth Suri,Hamburg,Hamburg,Germany,20354
12462,AW00012462,Levi Suri,Sulzbach Taunus,Saarland,Germany,66272
12463,AW00012463,Todd Huang,Cheltenham,England,United Kingdom,GL50
12464,AW00012464,Jared Cook,Bobigny,Seine Saint Denis,France,93000
12465,AW00012465,Cassandra Patel,Gloucestershire,England,United Kingdom,GL7 1RY
12466,AW00012466,Willie He,Drancy,Seine Saint Denis,France,93700
12467,AW00012467,Jennifer Jones,Paris,Seine (Paris),France,75007
12468,AW00012468,Wayne Nath,Paris,Seine (Paris),France,75012
12469,AW00012469,Shane Srini,Paderborn,Nordrhein-Westfalen,Germany,33098
12470,AW00012470,Barbara He,Berlin,Saarland,Germany,12311
12471,AW00012471,Lacey Zeng,Bottrop,Nordrhein-Westfalen,Germany,46236
12472,AW00012472,Jeffery Zhang,Colombes,Hauts de Seine,France,92700
12473,AW00012473,Sergio Sai,York,England,United Kingdom,Y024 1GF
12474,AW00012474,Tammy Chandra,Cergy,Val d'Oise,France,95000
12475,AW00012475,Logan Carter,Solingen,Nordrhein-Westfalen,Germany,42651
12476,AW00012476,Rodney Jimenez,Milton Keynes,England,United Kingdom,MK8 8ZD
12477,AW00012477,Robin Gill,Paris,Seine (Paris),France,75008
12478,AW00012478,Ruben Mehta,Bottrop,Nordrhein-Westfalen,Germany,46236
12479,AW00012479,Priscilla Tang,Frankfurt,Hessen,Germany,60323
12480,AW00012480,Meredith Alvarez,Lille,Nord,France,59000
12481,AW00012481,Victor Diaz,Berlin,Nordrhein-Westfalen,Germany,10501
12482,AW00012482,Jerome Browning,Orly,Val de Marne,France,94310
12483,AW00012483,Amanda Perez,Roubaix,Nord,France,59100
12484,AW00012484,Lori Suarez,Hamburg,Hamburg,Germany,20354
12485,AW00012485,Veronica Subram,Colomiers,Garonne (Haute),France,31770
12486,AW00012486,Kristen Ye,West Sussex,England,United Kingdom,RH15 9UD
12487,AW00012487,Willie Zhu,Salzgitter,Hessen,Germany,38231
12488,AW00012488,Jay Garcia,Saint Germain en Laye,Yveline,France,78100
12489,AW00012489,Wayne Rai,Les Ulis,Essonne,France,91940
12490,AW00012490,Trisha He,Paris,Seine (Paris),France,75013
12491,AW00012491,Alvin Huang,Oxford,England,United Kingdom,OX1
12492,AW00012492,Brittany Price,Stoke-on-Trent,England,United Kingdom,AS23
12493,AW00012493,Dwayne Vazquez,Ingolstadt,Bayern,Germany,85049
12494,AW00012494,Abby Sandberg,Versailles,Yveline,France,78000
12495,AW00012495,Lucas Miller,Frankfurt,Hessen,Germany,60323
12496,AW00012496,Melanie Cox,Gateshead,England,United Kingdom,GA10
12497,AW00012497,Ashlee Kumar,Saarbrücken,Saarland,Germany,66001
12498,AW00012498,Eduardo Diaz,Hamburg,Hamburg,Germany,20354
12499,AW00012499,Heather Wang,München,Hamburg,Germany,80074
12500,AW00012500,Kathleen Vazquez,Offenbach,Saarland,Germany,63009
12501,AW00012501,Cory Sai,Solingen,Nordrhein-Westfalen,Germany,42651
12502,AW00012502,Darren Sanchez,Oxon,England,United Kingdom,OX16 8RS
12503,AW00012503,Casey Shen,York,England,United Kingdom,YO15
12504,AW00012504,Arthur Gutierrez,Gloucestershire,England,United Kingdom,GL7 1RY
12505,AW00012505,Dalton Martin,Stoke-on-Trent,England,United Kingdom,AS23
12506,AW00012506,Preston Sanchez,West Sussex,England,United Kingdom,RH15 9UD
12507,AW00012507,Ian Bell,Solingen,Nordrhein-Westfalen,Germany,42651
12508,AW00012508,Nichole Anand,Bury,England,United Kingdom,PE17
12509,AW00012509,Marc Ferrier,Drancy,Seine Saint Denis,France,93700
12510,AW00012510,Roberto Sanz,Lieusaint,Seine et Marne,France,77127
12511,AW00012511,Grant Chander,Paris,Seine (Paris),France,75008
12512,AW00012512,Carolyn Gomez,Berlin,Saarland,Germany,12311
12513,AW00012513,Austin Thompson,Stoke-on-Trent,England,United Kingdom,AS23
12514,AW00012514,Lacey Becker,Paris,Seine (Paris),France,75017
12515,AW00012515,Shelby Bailey,Roubaix,Nord,France,59100
12516,AW00012516,Shawna Chander,Frankfurt am Main,Hamburg,Germany,60082
12517,AW00012517,Alexa Watson,Kassel,Hessen,Germany,34117
12518,AW00012518,Jacquelyn Dominguez,Solingen,Nordrhein-Westfalen,Germany,42651
12519,AW00012519,Casey Gutierrez,Peterborough,England,United Kingdom,PB12
12520,AW00012520,Seth Jackson,Saint Germain en Laye,Yveline,France,78100
12521,AW00012521,Meredith Dominguez,Offenbach,Saarland,Germany,63009
12522,AW00012522,Brandy Sanchez,Pantin,Seine Saint Denis,France,93500
12523,AW00012523,Steve Wagner,Paris,Seine (Paris),France,75012
12524,AW00012524,Kate Shan,Les Ulis,Essonne,France,91940
12525,AW00012525,Chelsea Rodriguez,Esher-Molesey,England,United Kingdom,EM15
12526,AW00012526,Michele Suarez,London,England,United Kingdom,W1X3SE
12527,AW00012527,José Rodriguez,Burbank,California,United States,91502
12528,AW00012528,Devin Wilson,Spokane,Washington,United States,99202
12529,AW00012529,Isaiah Allen,Berkeley,California,United States,94704
12530,AW00012530,Isabel Coleman,Shawnee,British Columbia,Canada,V9B 2C3
12531,AW00012531,Autumn Xu,Beaverton,Oregon,United States,97005
12532,AW00012532,Jose Carter,Metchosin,British Columbia,Canada,V9
12533,AW00012533,Luis Washington,Walla Walla,Washington,United States,99362
12534,AW00012534,Katie Shan,Saint Ouen,Charente-Maritime,France,17490
12535,AW00012535,Clifford Kapoor,Solingen,Nordrhein-Westfalen,Germany,42651
12536,AW00012536,Javier Dominguez,Solingen,Nordrhein-Westfalen,Germany,42651
12537,AW00012537,Terrence Luo,Paris,Seine (Paris),France,75012
12538,AW00012538,Paula Blanco,Berlin,Saarland,Germany,12311
12539,AW00012539,Marc Dominguez,Orly,Val de Marne,France,94310
12540,AW00012540,Levi Sara,Peterborough,England,United Kingdom,PB12
12541,AW00012541,Jonathan Zhang,Drancy,Seine Saint Denis,France,93700
12542,AW00012542,Preston Patel,Paris,Seine (Paris),France,75019
12543,AW00012543,Ruben Alvarez,Verrieres Le Buisson,Essonne,France,91370
12544,AW00012544,Bruce Jordan,Kiel,Saarland,Germany,24044
12545,AW00012545,Marc Ruiz,Berks,England,United Kingdom,SL4 1RH
12546,AW00012546,Clarence Andersen,Mühlheim,Hamburg,Germany,63151
12547,AW00012547,Bradley Nara,Les Ulis,Essonne,France,91940
12548,AW00012548,Alexandra Collins,Bottrop,Nordrhein-Westfalen,Germany,46236
12549,AW00012549,Donna Xie,Paris,Seine (Paris),France,75003
12550,AW00012550,Austin Diaz,Oxford,England,United Kingdom,OX1
12551,AW00012551,Julio Ramos,London,England,United Kingdom,SW6 SBY
12552,AW00012552,Bruce Torres,Saint Ouen,Loir et Cher,France,41100
12553,AW00012553,Toni Fernandez,Suresnes,Hauts de Seine,France,92150
12554,AW00012554,Barry Rodriguez,Cambridge,England,United Kingdom,CB4 4BZ
12555,AW00012555,Edgar Malhotra,Roubaix,Nord,France,59100
12556,AW00012556,Manuel Kapoor,Werne,Nordrhein-Westfalen,Germany,59368
12557,AW00012557,Phillip Lopez,Boulogne-Billancourt,Hauts de Seine,France,92100
12558,AW00012558,Amanda Evans,Bottrop,Nordrhein-Westfalen,Germany,46236
12559,AW00012559,Emmanuel Lopez,London,England,United Kingdom,SW8 4BG
12560,AW00012560,Mandy Gao,London,England,United Kingdom,W1X3SE
12561,AW00012561,Trisha Lin,Bobigny,Seine Saint Denis,France,93000
12562,AW00012562,Kristina Chandra,Paris,Seine (Paris),France,75019
12563,AW00012563,Alejandro Lin,Cheltenham,England,United Kingdom,GL50
12564,AW00012564,Marshall Yang,London,England,United Kingdom,SE1 8HL
12565,AW00012565,Kendra Gutierrez,Paris,Seine (Paris),France,75009
12566,AW00012566,Omar Yang,London,England,United Kingdom,W1N 9FA
12567,AW00012567,Carmen Arthur,Newcastle upon Tyne,England,United Kingdom,NT20
12568,AW00012568,Stacey Ye,Stoke-on-Trent,England,United Kingdom,AS23
12569,AW00012569,Kristin Rai,Warrington,England,United Kingdom,WA3 7BH
12570,AW00012570,Casey Munoz,Brisbane,Queensland,Australia,4000
12571,AW00012571,Jennifer Green,Coffs Harbour,New South Wales,Australia,2450
12572,AW00012572,Alisha Chander,Findon,South Australia,Australia,5023
12573,AW00012573,Grant Rai,Lavender Bay,New South Wales,Australia,2060
12574,AW00012574,Derek Raje,Silverwater,New South Wales,Australia,2264
12575,AW00012575,Jaclyn Shen,Wollongong,New South Wales,Australia,2500
12576,AW00012576,Walter Dominguez,Melbourne,Victoria,Australia,3000
12577,AW00012577,Francis Sanz,Lane Cove,New South Wales,Australia,1597
12578,AW00012578,Gavin Perry,Cranbourne,Victoria,Australia,3977
12579,AW00012579,Lydia Sanchez,Springwood,New South Wales,Australia,2777
12580,AW00012580,Cedric She,South Melbourne,Victoria,Australia,3205
12581,AW00012581,Kristina Fernandez,Melton,Victoria,Australia,3337
12582,AW00012582,Carmen Sara,Springwood,New South Wales,Australia,2777
12583,AW00012583,Tyrone Ortega,Newcastle,New South Wales,Australia,2300
12584,AW00012584,Brittney Ma,Townsville,Queensland,Australia,4810
12585,AW00012585,Ian Martinez,Hobart,Tasmania,Australia,7001
12586,AW00012586,Kellie Hernandez,Townsville,Queensland,Australia,4810
12587,AW00012587,Danny Travers,Milsons Point,New South Wales,Australia,2061
12588,AW00012588,Tracy Chande,Milsons Point,New South Wales,Australia,2061
12589,AW00012589,Ruben Rodriguez,Melbourne,Victoria,Australia,3000
12590,AW00012590,Mario Chander,Newcastle upon Tyne,England,United Kingdom,NT20
12591,AW00012591,Meredith Madan,Berlin,Hessen,Germany,14129
12592,AW00012592,Amy Li,Birmingham,England,United Kingdom,B29 6SL
12593,AW00012593,Benjamin Zhang,Bury,England,United Kingdom,PE17
12594,AW00012594,Sandra Gao,Cambridge,England,United Kingdom,CB4 4BZ
12595,AW00012595,Mathew Blanco,London,England,United Kingdom,SW19 3RU
12596,AW00012596,Armando Romero,Milton Keynes,England,United Kingdom,MK8 8ZD
12597,AW00012597,Franklin Zhang,Kirkby,England,United Kingdom,KB9
12598,AW00012598,Alexandra Bryant,Stoke-on-Trent,England,United Kingdom,AS23
12599,AW00012599,Jillian Fernandez,Berks,England,United Kingdom,SL4 1RH
12600,AW00012600,Larry Romero,Eilenburg,Brandenburg,Germany,04838
12601,AW00012601,Randy Zhang,Peterborough,England,United Kingdom,PB12
12602,AW00012602,Francisco Srini,London,England,United Kingdom,E17 6JF
12603,AW00012603,Cole Reed,Peterborough,England,United Kingdom,PB12
12604,AW00012604,Nathan Lee,Darmstadt,Hessen,Germany,64283
12605,AW00012605,Carol Cooper,Saarlouis,Saarland,Germany,66740
12606,AW00012606,Arthur Van,Roubaix,Nord,France,59100
12607,AW00012607,Tamara Zhu,Verrieres Le Buisson,Essonne,France,91370
12608,AW00012608,Brett Sanchez,Bury,England,United Kingdom,PE17
12609,AW00012609,Linda Carlson,Watford,England,United Kingdom,WA3
12610,AW00012610,Wendy Gutierrez,York,England,United Kingdom,Y03 4TN
12611,AW00012611,Manuel Sara,Watford,England,United Kingdom,WA3
12612,AW00012612,Shannon Torres,Birmingham,England,United Kingdom,B29 6SL
12613,AW00012613,Joel Prasad,Saint-Denis,Seine Saint Denis,France,93400
12614,AW00012614,Lance Gill,Versailles,Yveline,France,78000
12615,AW00012615,Nathan Hill,Leeds,England,United Kingdom,LE18
12616,AW00012616,Kelsey Tang,München,Hessen,Germany,80074
12617,AW00012617,Jake Ma,Hannover,Nordrhein-Westfalen,Germany,30601
12618,AW00012618,Dawn Lal,Lieusaint,Seine et Marne,France,77127
12619,AW00012619,Priscilla Rai,Oxford,England,United Kingdom,OX1
12620,AW00012620,Maurice Lal,Villeneuve-d'Ascq,Nord,France,59491
12621,AW00012621,Barry Martinez,Paris,Seine (Paris),France,75009
12622,AW00012622,Micheal Rubio,London,England,United Kingdom,SW19 3RU
12623,AW00012623,Jesse Sanchez,Newcastle upon Tyne,England,United Kingdom,NT20
12624,AW00012624,Jamie Xu,Frankfurt am Main,Hamburg,Germany,60082
12625,AW00012625,Carly Andersen,Colomiers,Garonne (Haute),France,31770
12626,AW00012626,Cassie Lal,London,England,United Kingdom,C2H 7AU
12627,AW00012627,Leah Zheng,London,England,United Kingdom,W1V 5RN
12628,AW00012628,Arturo Ma,Colomiers,Garonne (Haute),France,31770
12629,AW00012629,Russell Nara,Hamburg,Hamburg,Germany,20354
12630,AW00012630,Kevin Simmons,Gateshead,England,United Kingdom,GA10
12631,AW00012631,Clarence Gao,Paris,Seine (Paris),France,75012
12632,AW00012632,Bonnie Nath,Sèvres,Hauts de Seine,France,92310
12633,AW00012633,Shannon Suarez,Bracknell,England,United Kingdom,RG12 8TB
12634,AW00012634,Derrick Ruiz,London,England,United Kingdom,C2H 7AU
12635,AW00012635,Brad Beck,Drancy,Seine Saint Denis,France,93700
12636,AW00012636,Tamer Salah,Berlin,Saarland,Germany,12171
12637,AW00012637,Leonard Nath,London,England,United Kingdom,W1Y 3RA
12638,AW00012638,Sebastian Brooks,Frankfurt,Hessen,Germany,60323
12639,AW00012639,Ruben Lopez,Roncq,Nord,France,59223
12640,AW00012640,Angel Richardson,Billericay,England,United Kingdom,CM11
12641,AW00012641,Willie Raje,Paris,Seine (Paris),France,75017
12642,AW00012642,Jimmy Carlson,Roubaix,Nord,France,59100
12643,AW00012643,Kristina Perez,Stuttgart,Saarland,Germany,70452
12644,AW00012644,Rachel Reed,Esher-Molesey,England,United Kingdom,EM15
12645,AW00012645,Audrey Ruiz,York,England,United Kingdom,Y024 1GF
12646,AW00012646,Kenneth Xu,Bonn,Hamburg,Germany,53131
12647,AW00012647,Colleen Anand,Liverpool,England,United Kingdom,L4 4HB
12648,AW00012648,Lori Dominguez,Warrington,England,United Kingdom,WA1
12649,AW00012649,Omar Goel,Paris,Seine (Paris),France,75017
12650,AW00012650,Aaron Wright,Bobigny,Seine Saint Denis,France,93000
12651,AW00012651,Martin Malhotra,Lille,Nord,France,59000
12652,AW00012652,Carolyn Martin,London,England,United Kingdom,SW8 1XD
12653,AW00012653,Nichole Andersen,London,England,United Kingdom,W10 6BL
12654,AW00012654,Briana Gill,Liverpool,England,United Kingdom,L4 4HB
12655,AW00012655,Larry Vazquez,Colombes,Hauts de Seine,France,92700
12656,AW00012656,Blake Roberts,Versailles,Yveline,France,78000
12657,AW00012657,Audrey Blanco,Grevenbroich,Bayern,Germany,41485
12658,AW00012658,Joy Gomez,York,England,United Kingdom,YO15
12659,AW00012659,Damien Chande,Paris,Seine (Paris),France,75009
12660,AW00012660,Toni Sanchez,Orleans,Loiret,France,45000
12661,AW00012661,Deborah Pal,Orly,Val de Marne,France,94310
12662,AW00012662,Jessie Huang,Paris,Seine (Paris),France,75010
12663,AW00012663,Morgan Adams,Saint-Denis,Seine Saint Denis,France,93400
12664,AW00012664,Krista Gill,Warrington,England,United Kingdom,WA1
12665,AW00012665,Joy Suarez,Cranbourne,Victoria,Australia,3977
12666,AW00012666,Jessie Zhu,Hervey Bay,Queensland,Australia,4655
12667,AW00012667,Maria Wood,Hobart,Tasmania,Australia,7001
12668,AW00012668,Melissa Patterson,Wollongong,New South Wales,Australia,2500
12669,AW00012669,Irving Schmidt,Coffs Harbour,New South Wales,Australia,2450
12670,AW00012670,Sarah Martinez,Sydney,New South Wales,Australia,1002
12671,AW00012671,Alan Huang,Rockhampton,Queensland,Australia,4700
12672,AW00012672,Carson Butler,Sydney,New South Wales,Australia,1002
12673,AW00012673,Colin Stone,Melbourne,Victoria,Australia,3000
12674,AW00012674,Jimmy Travers,Rockhampton,Queensland,Australia,4700
12675,AW00012675,Holly Fernandez,Seaford,Victoria,Australia,3198
12676,AW00012676,Michele Madan,Bendigo,Victoria,Australia,3550
12677,AW00012677,Cedric Liu,Coffs Harbour,New South Wales,Australia,2450
12678,AW00012678,Dana Serrano,Silverwater,New South Wales,Australia,2264
12679,AW00012679,Stacy Gill,Malabar,New South Wales,Australia,2036
12680,AW00012680,George Sanchez,Sydney,New South Wales,Australia,1002
12681,AW00012681,Christy Chow,Caloundra,Queensland,Australia,4551
12682,AW00012682,Kari Subram,Melton,Victoria,Australia,3337
12683,AW00012683,Laura Zhou,Hervey Bay,Queensland,Australia,4655
12684,AW00012684,Shaun Shen,Goulburn,New South Wales,Australia,2580
12685,AW00012685,Jaclyn Xu,Warrnambool,Victoria,Australia,3280
12686,AW00012686,Trisha Zhou,Bendigo,Victoria,Australia,3550
12687,AW00012687,Marshall Li,Coffs Harbour,New South Wales,Australia,2450
12688,AW00012688,Stacy Navarro,Hawthorne,Queensland,Australia,4171
12689,AW00012689,Tamara Pal,Caloundra,Queensland,Australia,4551
12690,AW00012690,Roger Zhang,Sydney,New South Wales,Australia,1002
12691,AW00012691,Rafael Andersen,Findon,South Australia,Australia,5023
12692,AW00012692,Glenn Lu,Hawthorne,Queensland,Australia,4171
12693,AW00012693,Ruth Gonzalez,Rhodes,New South Wales,Australia,2138
12694,AW00012694,Jay Arthur,St. Leonards,New South Wales,Australia,2065
12695,AW00012695,Kari Ruiz,Coffs Harbour,New South Wales,Australia,2450
12696,AW00012696,Stacey Hu,Silverwater,New South Wales,Australia,2264
12697,AW00012697,Brenda Stone,Milsons Point,New South Wales,Australia,2061
12698,AW00012698,Mohamed Pal,Port Macquarie,New South Wales,Australia,2444
12699,AW00012699,Amy Chow,Melbourne,Victoria,Australia,3000
12700,AW00012700,Mindy Kumar,Hawthorne,Queensland,Australia,4171
12701,AW00012701,Gary Gutierrez,Newcastle,New South Wales,Australia,2300
12702,AW00012702,Yolanda Shan,Townsville,Queensland,Australia,4810
12703,AW00012703,Renee Suarez,Lavender Bay,New South Wales,Australia,2060
12704,AW00012704,Barbara Nara,Geelong,Victoria,Australia,3220
12705,AW00012705,Andre Garcia,Perth,South Australia,Australia,6006
12706,AW00012706,Louis Liang,Hawthorne,Queensland,Australia,4171
12707,AW00012707,Ian Lewis,Sedro Woolley,Washington,United States,98284
12708,AW00012708,Bonnie Pal,Chula Vista,California,United States,91910
12709,AW00012709,Ian Rodriguez,San Carlos,California,United States,94070
12710,AW00012710,Dalton Evans,Langley,British Columbia,Canada,V3A 4R2
12711,AW00012711,Heather Zheng,Les Ulis,Essonne,France,91940
12712,AW00012712,Arthur Romero,München,Nordrhein-Westfalen,Germany,80074
12713,AW00012713,Deborah Xie,Offenbach,Saarland,Germany,63009
12714,AW00012714,Colleen Lu,Hannover,Nordrhein-Westfalen,Germany,30601
12715,AW00012715,Eddie Gill,Seaford,Victoria,Australia,3198
12716,AW00012716,Dale Shen,Croix,Nord,France,59170
12717,AW00012717,Hannah Wood,Metz,Moselle,France,57000
12718,AW00012718,Tammy Sai,Paris,Seine (Paris),France,75003
12719,AW00012719,Cheryl Ruiz,Sèvres,Hauts de Seine,France,92310
12720,AW00012720,Nicolas Chande,Suresnes,Hauts de Seine,France,92150
12721,AW00012721,Rebekah Martinez,Saarlouis,Saarland,Germany,66740
